0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-4.0,4.0
1.1195718e-05,-9.458335e-06,0.00010674103,0.014095204,0.031257097,0.011396927,0.0021854562,-0.0017964948,0.010385848,1.3770877,3.0364776,1.0299145,4.0,-4.0,4.0
0.00017386273,-0.00014031443,0.00046451806,0.05234804,0.11539638,0.036559585,0.01712035,-0.013554094,0.026947971,2.3791225,5.191184,1.3764716,4.0,-4.0,4.0
0.0008624199,-0.00067276915,0.0012730946,0.10677508,0.23229685,0.06345166,0.056593053,-0.04307543,0.055934332,3.0085785,6.356164,1.2551177,4.0,-4.0,4.0
0.002661905,-0.0020161215,0.00275434,0.17104973,0.36493486,0.085567184,0.1292876,-0.095204264,0.09270394,3.384954,6.8097515,0.93605536,4.0,-4.0,4.0
0.006282448,-0.0046442896,0.004964142,0.24118125,0.5016571,0.10066765,0.23891674,-0.17166698,0.12701681,3.6098711,6.801466,0.572608,4.0,-4.0,4.0
0.0124570355,-0.009042518,0.0077473167,0.31493917,0.6352613,0.10863717,0.38413703,-0.27205253,0.14844562,3.751762,6.523838,0.22727624,4.0,-4.0,4.0
0.021852871,-0.015677437,0.010761896,0.390743,0.7615092,0.109881826,0.56003934,-0.3951117,0.14912659,3.815516,6.0801306,-0.10261625,4.0,-4.0,4.0
0.0350194,-0.024989925,0.01354453,0.46710595,0.87789893,0.10451686,0.7600231,-0.5395999,0.12479937,3.8117945,5.5464873,-0.43417668,4.0,-4.0,4.0
0.052363656,-0.03739497,0.015576955,0.54299015,0.98295,0.09258348,0.9765361,-0.7041573,0.07410801,3.773365,4.947058,-0.7564839,4.0,-4.0,4.0
0.07414438,-0.053285047,0.016343301,0.61796606,1.0754349,0.074395776,1.2026622,-0.88810635,-0.0012962371,3.7180886,4.2976336,-1.0627317,4.0,-4.0,4.0
0.10049604,-0.07304932,0.015385921,0.691313,1.1548202,0.049904287,1.4327426,-1.0915763,-0.09749941,3.6080585,3.6359904,-1.3917345,4.0,-4.0,4.0
