0,1,2,3
0.8977493,0.6174781,0.44176632,0.64196914
0.91707736,0.71812844,0.70176196,0.74881566
0.92578506,0.78436077,0.8065669,0.8033347
0.9319383,0.82323086,0.85550284,0.8371625
0.93438154,0.8506817,0.88296634,0.85816914
0.93464375,0.8700303,0.89959115,0.8725311
0.9337529,0.88426805,0.9100301,0.88250923
0.93201715,0.89512676,0.9175027,0.88978195
0.9292662,0.90363467,0.9226819,0.89485955
0.92539656,0.91035724,0.92607206,0.89898664
0.91998976,0.9153999,0.92755955,0.9015945
0.91311777,0.91864914,0.92775226,0.9024977
0.90476024,0.92068726,0.9270628,0.90245974
0.8952394,0.92186046,0.9255307,0.90125024
0.88341784,0.92150617,0.92261535,0.8980706
0.86961794,0.9195951,0.9183157,0.8923771
0.85156286,0.9149804,0.91111165,0.8835327
0.82867575,0.90744793,0.9000505,0.8701339
0.8000434,0.8956255,0.88384247,0.85118747
0.76408255,0.8765971,0.86193395,0.8235029
0.716418,0.8464463,0.8282746,0.7809385
0.6749817,0.8090858,0.79096025,0.7290967
0.64846945,0.76649606,0.75524396,0.68436396
0.62542194,0.72377735,0.72456586,0.6548161
0.6056208,0.6853094,0.69624454,0.63206226
0.58990437,0.65082574,0.67165303,0.61520004
0.57120585,0.618884,0.64720523,0.597988
0.5526562,0.59146607,0.62119114,0.5809001
0.53125966,0.56590813,0.593969,0.5632238
0.5044202,0.53929317,0.5616631,0.54151547
0.4699015,0.5089755,0.52222824,0.51405346
0.43238777,0.47469312,0.4795295,0.48188552
0.39392978,0.4387696,0.43535957,0.44655517
0.35260686,0.39988983,0.38727304,0.4094787
0.307262,0.35742757,0.3349134,0.36751947
0.2580411,0.31019133,0.2788593,0.32176116
0.20824815,0.25825846,0.22313935,0.27040023
0.16170995,0.20768636,0.16701409,0.21923853
0.11822237,0.15760322,0.11274948,0.16910279
0.07836152,0.11068109,0.0626508,0.12194393
0.0415333,0.06624574,0.017759474,0.07880584
0.006729603,0.023386018,-0.02523962,0.038895868
-0.02621731,-0.016225874,-0.064098746,0.001305166
-0.0584973,-0.052362837,-0.10009544,-0.032718707
-0.089973755,-0.08632307,-0.13463783,-0.06555724
-0.118907034,-0.11884296,-0.16341153,-0.095556825
-0.14525907,-0.14839041,-0.19075227,-0.12336809
-0.16923666,-0.17455633,-0.21591245,-0.1488743
-0.1881564,-0.19777589,-0.23771644,-0.17217642
-0.20145741,-0.2164323,-0.25337893,-0.19097236
-0.2124827,-0.23074207,-0.2648915,-0.2060137
-0.22010617,-0.24096955,-0.2698072,-0.21801743
-0.22479795,-0.24841422,-0.27158707,-0.22621974
-0.22602834,-0.25325054,-0.27147052,-0.23066884
-0.22425683,-0.25476673,-0.2698618,-0.23076642
-0.21861564,-0.25188422,-0.26564932,-0.22855002
-0.20471545,-0.24200279,-0.2556836,-0.22083504
-0.18612513,-0.22849545,-0.23847997,-0.21011168
-0.16611046,-0.2144297,-0.21782881,-0.19670485
-0.14713927,-0.20034951,-0.19644614,-0.1808997
-0.12820007,-0.18520059,-0.17566498,-0.16161792
-0.10945233,-0.16961734,-0.15592779,-0.13998534
-0.09110052,-0.15357766,-0.13405009,-0.12035179
-0.073109716,-0.13422915,-0.113394134,-0.09986259
-0.05452589,-0.1131764,-0.09188249,-0.07887667
-0.035747945,-0.08981,-0.07065111,-0.056088995
-0.015900228,-0.068087004,-0.050101407,-0.03404191
0.002491392,-0.045897454,-0.028271038,-0.015088711
0.020817474,-0.02449442,-0.007516079,0.0022075216
0.040906303,-0.0036618933,0.013334169,0.021197082
0.060813405,0.018938465,0.037567854,0.042091932
0.081802875,0.04302907,0.058705572,0.06686671
0.10278554,0.06498162,0.08122489,0.08986542
0.121206045,0.08600649,0.101260036,0.11164123
0.13829964,0.107140236,0.12027783,0.13401145
0.15350954,0.12741436,0.13601236,0.15380204
0.16819163,0.14779864,0.15018155,0.16961008
0.1825569,0.16698691,0.16278876,0.18268229
0.19599473,0.18437248,0.17869999,0.19430283
0.20904565,0.19884789,0.19288094,0.20801012
0.22067949,0.21171524,0.20548391,0.22132173
0.23172806,0.22417362,0.21630093,0.23327784
0.2421926,0.23408051,0.22648418,0.24299005
0.24789879,0.2418921,0.23499374,0.25089273
0.25016052,0.24844593,0.23949793,0.25574583
0.25067773,0.25141555,0.24064623,0.25656527
0.25120103,0.25295877,0.2414578,0.25645092
0.2533251,0.25446358,0.24386054,0.2561481
0.25521946,0.25641072,0.24608335,0.25641546
0.2570165,0.25853622,0.24820955,0.25639898
0.25935492,0.2600251,0.25087157,0.2565824
0.26195163,0.26236394,0.25497413,0.2574809
0.2644367,0.26426214,0.25881848,0.258641
0.2665552,0.26544964,0.26226053,0.25993103
0.2682146,0.2662992,0.26496568,0.26109853
0.26990366,0.2670482,0.2675915,0.2622319
0.27134258,0.26795813,0.26992384,0.26303002
0.27314508,0.26866984,0.27249828,0.26348728
0.27461347,0.26912588,0.2751015,0.26423457
0.27478865,0.26891613,0.27701792,0.2647104
