0,1,2,3
0.7682021,0.15254545,0.6876023,0.47571507
0.62797624,0.22308843,0.63835883,0.54807043
0.38656268,0.20986341,0.51521873,0.53703094
0.0770349,0.15041074,0.2468946,0.40333426
-0.11537507,0.101779535,-0.00014902797,0.21066165
-0.15335104,0.0906564,-0.13205534,0.061813265
-0.09538741,0.10967821,-0.14880162,-0.025833433
0.032560896,0.1608982,-0.092736274,-0.038323764
0.21338423,0.2513449,0.06948478,0.027692875
0.39808595,0.38306966,0.28045675,0.17386222
0.56091654,0.5176906,0.46332324,0.34188995
0.6789348,0.6293951,0.58952975,0.4780432
0.7637835,0.70784557,0.6764671,0.5788718
0.82099295,0.77132,0.74465036,0.6604428
0.8604157,0.8254642,0.7973919,0.72327864
0.8899564,0.86999166,0.8454998,0.7763166
0.9104922,0.9015569,0.87933743,0.8169779
0.9250999,0.9236238,0.90303975,0.84730417
0.9354818,0.9389571,0.9207339,0.87086743
0.94263494,0.9499733,0.9339045,0.88859046
0.94792575,0.95836496,0.9445078,0.9019917
0.95159185,0.9645284,0.95319945,0.9127281
0.9538169,0.96901834,0.96014583,0.9211081
0.95492,0.9723017,0.9657332,0.9279224
0.9554396,0.9745791,0.97021645,0.93345964
0.95567626,0.9762153,0.9737985,0.9382988
0.9555009,0.977244,0.97674334,0.9423183
0.95490265,0.97772616,0.97905135,0.9459562
0.9537154,0.9776318,0.9808831,0.9491074
0.9519551,0.97686875,0.98231757,0.95157397
0.9497323,0.97540873,0.9834149,0.9535324
0.9469593,0.9730978,0.98418903,0.95504737
0.9432588,0.9697677,0.9846299,0.9560584
0.9386711,0.9652235,0.9847211,0.9564691
0.9331022,0.9591428,0.9844104,0.9560211
0.92599237,0.9507454,0.98369193,0.95507085
0.9167272,0.9392059,0.9823248,0.95341134
0.90441406,0.92348087,0.9799512,0.95082265
0.8870909,0.90156716,0.9757389,0.9467271
0.86397755,0.8739323,0.96908426,0.9406199
0.82336074,0.83459425,0.9564222,0.9301865
0.7492305,0.7742698,0.9295099,0.91276336
0.6163393,0.6657804,0.8557915,0.8867566
0.37390342,0.499953,0.63605255,0.81795084
-0.010833444,0.28585258,0.21362479,0.6201923
-0.31529608,0.095124096,-0.19155265,0.2654263
-0.41372502,-0.038234197,-0.35589334,-0.049720906
-0.41718093,-0.13815786,-0.3817713,-0.22285436
-0.40006742,-0.20968413,-0.37226915,-0.30637163
-0.38415065,-0.26213002,-0.36312672,-0.35086167
-0.3752294,-0.3014078,-0.36003336,-0.37486923
-0.37227842,-0.32976767,-0.36367613,-0.3902227
-0.37465543,-0.34944895,-0.37150526,-0.3999374
-0.379661,-0.36467513,-0.38132057,-0.4083994
-0.3858125,-0.37920055,-0.3918351,-0.41780278
-0.39088953,-0.39339834,-0.40113157,-0.42712662
-0.39659464,-0.40696794,-0.41082695,-0.43629345
-0.40089566,-0.41685542,-0.4183304,-0.44398922
-0.40464553,-0.42545196,-0.42363068,-0.4503627
-0.4072093,-0.4320547,-0.4283931,-0.4553301
-0.40667957,-0.43714818,-0.4324466,-0.45782414
-0.4048144,-0.4408176,-0.43439725,-0.45978466
-0.40307674,-0.44225863,-0.43439364,-0.4599086
-0.40063903,-0.44050023,-0.43412802,-0.45933843
-0.39301172,-0.4310006,-0.43067953,-0.45520312
-0.38110617,-0.41853005,-0.42274487,-0.44838205
-0.36501083,-0.4041883,-0.40921515,-0.43933907
-0.3442601,-0.38512433,-0.39032614,-0.4249481
-0.32135472,-0.36271614,-0.368469,-0.40670478
-0.29484057,-0.33688408,-0.34414798,-0.38543877
-0.26408005,-0.3077533,-0.313504,-0.3592168
-0.22846599,-0.27665174,-0.2783865,-0.32939997
-0.19002235,-0.24461122,-0.24075827,-0.2969714
-0.14805658,-0.20638855,-0.20139952,-0.25941673
-0.1053562,-0.16492216,-0.16080555,-0.21623684
-0.06268067,-0.11714579,-0.11726574,-0.17067373
-0.014972857,-0.066218175,-0.07337877,-0.12106397
0.037990317,-0.011819118,-0.025402758,-0.06806403
0.09881323,0.04577051,0.030618181,-0.010812307
0.17190538,0.111188196,0.09308129,0.056260735
0.2503195,0.18612412,0.16477868,0.13348666
0.32465047,0.25238407,0.2350889,0.21051061
0.38940632,0.31836948,0.2933102,0.28262344
0.44469056,0.37650797,0.34521723,0.34715083
0.4929868,0.42944187,0.39605382,0.40339106
0.5302669,0.47038782,0.44083133,0.44665155
0.5586806,0.503623,0.47668976,0.48406705
0.5760916,0.5292461,0.503949,0.5142258
0.58621055,0.5476049,0.52425104,0.53592736
0.59113693,0.56000775,0.53991544,0.55086994
0.59222126,0.56875825,0.5510644,0.56002504
0.58903056,0.57297325,0.55971265,0.5643629
0.5824157,0.571785,0.5659933,0.5650868
0.56774366,0.56348157,0.5667618,0.56164217
0.5438802,0.5476384,0.55938554,0.55162597
0.51079845,0.52486026,0.542045,0.53473693
0.46790776,0.49445337,0.5128889,0.5089079
0.41750973,0.45459294,0.47351798,0.47370455
0.35929465,0.40364313,0.42243648,0.428363
0.29524273,0.34740296,0.36381742,0.37437624
