0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-4.0,4.0
1.6077056e-05,-7.5149e-06,0.0016493425,0.01333849,0.022422599,-0.002960429,0.00287453,-0.0013344899,0.17109995,1.237394,2.0562043,-0.29563507,4.0,-4.0,4.0
0.00022519779,-0.000103893486,0.0070125605,0.04610951,0.0766434,-0.011531679,0.021621972,-0.009894509,0.3680331,1.9731532,3.2617054,-0.55245954,4.0,-4.0,4.0
0.00106132,-0.00048289128,0.016436862,0.090430036,0.14982498,-0.02472857,0.066992074,-0.030177128,0.57529783,2.4255512,3.993913,-0.7605062,4.0,-4.0,4.0
0.0031253453,-0.0014064545,0.030031078,0.14216825,0.23449916,-0.041751288,0.14515084,-0.06468189,0.78370476,2.7298446,4.4365664,-0.9375688,4.0,-4.0,4.0
0.007105421,-0.0031757257,0.04774535,0.19904055,0.32614845,-0.062080882,0.25883675,-0.1149723,0.98623824,2.9452324,4.7058067,-1.0924549,4.0,-4.0,4.0
0.013717676,-0.0061185695,0.06940163,0.25956738,0.42200226,-0.08535959,0.40822607,-0.18221864,1.1769941,3.0987487,4.8639865,-1.2335564,4.0,-4.0,4.0
0.023661017,-0.010584423,0.09471331,0.322698,0.5201724,-0.11136329,0.5915046,-0.2674401,1.3510422,3.208169,4.9413686,-1.3656801,4.0,-4.0,4.0
0.037581567,-0.016942665,0.12330591,0.38768473,0.6192523,-0.13995661,0.8052707,-0.37162253,1.5045464,3.2858324,4.957614,-1.4930981,4.0,-4.0,4.0
0.05604443,-0.025582245,0.15474024,0.45395154,0.7181481,-0.17107444,1.0448776,-0.4957288,1.6348859,3.3366122,4.9244776,-1.6186484,4.0,-4.0,4.0
0.07951236,-0.036910623,0.18853816,0.52099884,0.8159626,-0.20470417,1.3048087,-0.6406385,1.7408191,3.3646002,4.8507357,-1.7443266,4.0,-4.0,4.0
0.10833227,-0.051351286,0.22421125,0.5884014,0.9119454,-0.24084285,1.5790515,-0.8070529,1.822556,3.372228,4.7419724,-1.8694384,4.0,-4.0,4.0
0.14272861,-0.06933892,0.26128942,0.6557474,1.0054336,-0.2794789,1.8614249,-0.99536496,1.8817024,3.3591275,4.602252,-1.9940468,4.0,-4.0,4.0
0.18280286,-0.09131147,0.29934734,0.7226461,1.0958679,-0.32060406,2.1458552,-1.205482,1.9210991,3.3279595,4.4370785,-2.1186504,4.0,-4.0,4.0
0.22853863,-0.117699295,0.33802748,0.78876495,1.1827531,-0.36423683,2.4266868,-1.436731,1.9446517,3.281816,4.247346,-2.2449064,4.0,-4.0,4.0
0.279813,-0.14891332,0.37705943,0.85385007,1.2656122,-0.4104076,2.6989548,-1.6878382,1.9571354,3.225319,4.0353904,-2.3722315,4.0,-4.0,4.0
